id,reference,,output text,,"Similar meaning (0=no, 1=yes)","Well-formedness (by email standards) (0=badly-formed, 1=well-formed)","Formality (0=informal, 1=formal)"
108,We have received the executed EEI Master Power Purchase and Sale Agreement dated 2/1/2001 from the referenced CP. Copies will be distributed to Legal and Credit.,,CP..CP.. EEI Master Power Purchase Sale Agreement.CP.CP.CP.CP. EEI Master Power Purchase Sale Agreement from the referencedCP. referencedCP. referencedCP. reference,,0,0,0
114,FYI,,That's correct. That's correct. That's correct. That's correct. That's correct. That's correct. That's correct.,,0,0,0
120,"No problem, Lindy did all the hard work!",,"s I did the rest. a problem, Lindy did it. I was just happy to have the time to play. I'm so glad I did it. I love it. I love it. I love it. I love it. I love it.",,0,0,0
126,"Hi Bob, I believe I gave on October 24, so I'll go again around Christmas. I'm glad that you've gotten some good news, and here's hoping for a much better 2001! Kay",,Gladlad you've got some good news - here's hoping for a better 2001!,,1,1,0
132,"Thanks Casey, sorry to annoy Billy! Lisa",,"I'm sorry Billy. I'll try to get him to stop.. I'll try to get Billy to stop. Thanks Lisa, I'm sorry Billy. Thanks Billy. Thanks Lisa. Thanks Lisa. Thanks Billy. Thanks Lisa. Thanks Lisa. Thanks",,0,0,0
138,"Thanks! My friend Donna called me yesterday and we were just talking about Carson. On a slightly different note, can I take you up on your offer to call Ofelia about not showing up on Thanksgiving Day? Sara",,i got a call from Donna yesterday - she's been talking over Carson but she said I would call Ofelia if i am out for Thanksgiving Day... thanks,,0,1,0
144,Marcie Youngerman just called with a request for a sample ISDA. No CP name. Exclusions included. Today. Thanks. Sara,,Youngerman just called with a request for a sample ISDA. No CP name. Exclusions included. Today. Thanks.,,1,1,0
150,Attached is a new credit worksheet for Capex. SS,,.. Please check it out.. Please check it out. There is a new credit spreadsheet for Capex....... has a new credit spreadsheet for Capex. has a new credit spreadsheet for,,1,0,0
156,"Gentlemen, This is now back to being the CA Development I and II deal. Please change the name. Please send it to me and Lee Johnson tomorrow, if possible. Kay",,. Thank you. Thank you. I would like to communicate it to Lee Johnson tomorrow... CA Development I and II... Please change it back to CA Development I and II. and II....,,0,0,1
162,ugh,,gh,,0,0,0
168,Shouldn't someone contact Amoco? I mentioned this to Carol St. Clair last week but I don't know if anyone thought further about it. Sara Enron North America Corp.,,. I don't know if anyone thought about this.. I asked Carol last week and she said she thought about it. I asked Carol last week but I don't know if anyone thought about this. I asked Carol last week. or if,,1,0,0
174,I need the city's bond counsel (outside counsel).,,need the city's back... (now,,0,0,0
180,Please disregard my first note. Chris Foster will call tonight and tell you what to do with ARCO's schedule.,,.. I'll be calling you tonight.. I'm going to call you tonight to tell you what to do with ARCO's schedule. note. second note.........,,0,0,0
186,I don't know anything about this! MC Richard B Sanders 06/08/2000 05:34 PM,,don't know anything about Australia. MC Richard B Sanders 06/08/2000 05:34,,0,1,0
192,Sure - give me a call on Friday. Sara,,give me a call on friday,,1,1,0
198,Not sure if you need this one but forwarding just in case.,,Not sure whether you need this one just in case.,,0,1,0
204,"I have a conference call that starts around 1030 and is scheduled to go to 1230. Otherwise, no lunch plans. Kay",,,,0,0,0
210,Of course. Just let me know what deadline you would like. SS Julian Poole@ENRON_DEVELOPMENT 01/28/2000 07:27 AM,,. I'll get you a quote. I'll get you a quote. I'll get you a quote. Let me know what deadline you're after. Let me know. Let me know. Let me know. Let me know. Let,,1,0,0
216,"Rebecca, My mail stop is EB 3125A. I e-mailed you that info. on Oct.30 and left you a voice mail message. CD",,i left you a voice mail emailing the address i used for your mail stop,,0,1,0
222,Lavo is going to bring it in for me. I bought QQQ today at 93. Traded 102 in afterhours trading on the island. Enron is free. Chris,,. I bought it today and it is going to be brought in by Lavo.. I bought it today and it is going to be brought in by Lavo.,,0,0,1
228,I was just yanking your chain. Deep breaths. Go ahead and make whatever adjustments. Chris,,"i was just yanking your chain, go ahead and make any adjustments you need, Chris",,1,1,0
234,fyi. I haven't checked yet.,,I haven't checked,,1,1,0
240,I get possesion Sept.20,,loved,,0,0,0
246,"Hi Dale, Just got your email re assignment out of TurboPark. Here are the draft documents being reviewed by the lender for the movement of equipment out of TurboPark. Kay",,". Hi Dale, here are the. Hi. Thanks for the quick response. Dale, thanks for the quick response. Dale, just got your email re assignment out of TurboPark. Thanks for the email. Dale, thanks for the quick response.",,0,0,0
252,FYI re: offer revocation. Michelle,,of. Re: offer revocation. Re: offer revocation. Re: offer revocation. Re: offer revocation.,,1,0,1
258,Shall we buy this? Sue Mara Enron Corp. Tel: (415) 782-7802 Fax:(415) 782-7854,,Can we buy this?? Sue Mara,,1,1,0
264,"Gracie, Can I still cancel the class. I am sorry but I can't make it. thanks, MOnika Causholli",,sorry but i cannot make the class,,1,1,0
270,"I can't believe you're leaving! I hope wherever you go next brings you joy and fulfillment, but you'll definitely be missed here. Thanks for all your help. Good luck! Kate",,"can't believe you're leaving! I hope wherever you go next brings you joy and fulfillment, but you'll definitely be missed here. Thanks for all your help. Good luck!",,1,1,0
276,"I can't believe you're leaving! I hope wherever you go next brings you joy and fulfillment, but you'll definitely be missed here. Thanks for all your help. Good luck! Kate",,i will definitely miss you here... i just hope you'll find and joyness and fulfillment next time,,0,1,0
282,"Thanks for the email. If Rock of Ages #7 is available, we would like to put a reserve on it. Can you send me more info on the artist? Regards, Jeff",,can you send the latest artist? i would love reserve Rock of Ages #7. thanks,,1,1,0
288,fyi,,,,0,0,0
294,No. Sounds right. -------------------------- Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net),,Sounds right to me ------------------------ Sent from my BlackBerry Handheld (www.BlackBerry.net),,1,1,0
300,"Marie, I note this was unassigned, I guess Carol was trying to cover this. Please see if Barbara has time to handle this one since it is of high importance.",,has Barbara had time to deal on this one (since it is of high importance) Mark,,0,1,1
306,"Hello, I can't imagine how dark you guys are. Hope you are soaking up your last couple of days. Have a cubra libra for me! Love Chris",,i hope you get some much sleep over the last 2 days... can't imagine how dark you are,,0,1,0
312,Please send the form consulting agreement to Randy. Thanks. MHC,,send the form consulting above to D.P.,,0,1,0
318,It looks like Enron Japan was kept in the loop. Let's keep it up. Good luck,,it looks like they kept the Japanese people in.,,0,1,0
324,fyi (I've asked Sheila to add your name to the list). Sara,,(I've asked Sheila to add your name to the list).,,1,1,0
330,(per Tim Brown 202-789-7200),,Tim Brown report 202-789-7200,,1,1,0
336,BEFORE I send the last piece in -- here is the whole thing -- PLEASE look at Sheet 3 -- RCR stuff -- there is nothing for EBS -- check out the other stuff too,,"and the other stuff. I will send it out. I have a lot of stuff left, so make sure you look at it. I will send it out. I hope you like it. Thanks for looking. I have sent it. Thanks for looking. I hope",,0,0,0
342,"No, I'm actually pretty happy about the deal. Not as happy as I would be if I were working for you.",,I'm actually pretty happy about the deal. Not as happy as I would be if I were working for,,1,1,0
348,"Thanks for the email. If Rock of Ages #7 is available, we would like to put a reserve on it. Can you send me more info on the artist? Regards, Jeff",,. I would like to reserve Rock of Ages #7 if it's available.?? Can you tell me more about the artist?? Can you tell me more about the artist?? Hi!. #7. Can you tell me more,,1,0,0
354,I wish...that would be my dream job!,,"wish ""that would be my dream",,0,0,0
360,- cj_4903.jpg,,,,0,0,0
366,fyi,,FX,,0,0,0
372,"To:WILLIAMS, WILLIAM Email:bwillia5@enron.com - 503-464-3730 Enron Wholesale Services - Office of the Chairman",,"WILLIAMS, WILLIAM Email: wwillia5@enron.com - 201-464-3730 Enron Wholesale Services - Office of the",,1,0,0
378,"Rebecca, My mail stop is EB 3125A. I e-mailed you that info. on Oct.30 and left you a voice mail message. CD",,. I am sorry for the delay.. I left you a voice mail message after I e-mailed you my mail stop address. I left you a voice mail message after I e-mailed you. I...,,0,0,1
384,BYOBroadcast <info@byobroadcast.00b.net> on 04/09/2001 03:43:16 PM,,<info@byobroadcast.00b.net> on 04/09/2001 03:43:16,,1,0,0
390,"Is the October 13, rev 3 the final version? Kay Rusty Stevens 11/01/2000 12:26 PM",,"the BOOK 13, BOOK 3 the final word? - Rusty | 11/01/2000 12:26",,0,0,0
396,lists@nbr.org on 03/21/2001 04:02:46 PM,,on 03/21/2001 04:02:46,,0,0,0
402,User ID: enrondlr PW: bnaweb22,,ID: enrondlr Password:,,1,1,0
408,hope everyone is okay with this -- i talked to the people that were here and we all agreed.,,talked to some of the people that were here and we all agreed.. I was here for a reason. was right.. I was here for a reason. I was here for a reason. I was here for a reason. I said,,0,0,0
414,"Ben Bedell, the lawyer for BT, has called to about the calculations I forwarded to you on Wednesday. Are we agreed? Please let me know asap. I know that the parties wanted to close today. Sara",,hey i know the parties wanted to close the calculations i forwarded you on wed. are there agreement?,,1,1,0
420,"Thanks! My friend Donna called me yesterday and we were just talking about Carson. On a slightly different note, can I take you up on your offer to call Ofelia about not showing up on Thanksgiving Day? Sara",,Ellie My friend Donna called me yesterday and we were just talking about Carson... On a totally different note... can I take you up on your offer to call Ofelia about not showing up on Thanksgiving Day?,,1,1,0
426,Done. K Lester Rawson 03/13/2001 12:14 PM,,Completed Task Priority: Task: K Lester Rawson 03/13/2001 12:14 PM,,1,1,1
432,would you please handle? Thanks. Michelle,,you please handle? Thanks.,,1,0,0
438,Done. K Lester Rawson 03/13/2001 12:14 PM,,By Lester Rawson 03/13/2001 12:14,,0,0,1
444,meeting folder,,Those are in the meeting folder for the meeting.,,1,1,1
450,here's the right email address. talk to you soon.,,the right email address. talk to you,,1,0,0
456,I was just yanking your chain. Deep breaths. Go ahead and make whatever adjustments. Chris,,was just yanking your chain. Deep breaths. Go ahead and make whatever adjustments.,,1,1,0
462,the 14th is much better for me as we already have plans on the 7th,,"Much better, I can take the 14th, on the 7th we have plans.",,1,1,0
468,Marcie Youngerman just called with a request for a sample ISDA. No CP name. Exclusions included. Today. Thanks. Sara,,"I will send you a sample. Thank you, Sara. Thank you, Sara. Thank you, Sara. Thank you, Sara. Thank you, Sara. Thank you, Sara. Thank you, Sara. Thank you. Thank you, Sara. Thank you. Thank you. Thank",,0,0,1
474,Shall we buy this? Sue Mara Enron Corp. Tel: (415) 782-7802 Fax:(415) 782-7854,,".., says yes.., says yes., said yes. Can we buy this? Can we buy this? Can we buy this?, is the executive vice president and chief financial officer of Enron Corp. Can we buy",,0,0,0
480,You are most welcome. Hope the food is as good as the OTHER get together. SS Suzanne Adams 06/26/2000 03:43 PM,,are both welcome we hope the food is as good as the OTHER get togethers :) Suzanne Adams 06/26/2000 03:43,,1,1,0
486,6:15 p.m. to 8:30 p.m. Contact is Alva Hines 202-624-5325 - not going unless going to be in DC already,,I am in the office from 6:30p.m. to 8:30 p.m. to 9:30 p.m.,,0,1,1
492,"No, I'm actually pretty happy about the deal. Not as happy as I would be if I were working for you.",,"I'm pretty happy with the deal. I'm pretty happy with the deal.. but not as happy as I would be if I worked for you. I'm pretty happy with the deal, but not as happy as you. I'm pretty happy",,1,0,0
498,"David: Attached is the Gas Master we discussed. As you can see, Exhibit C has been removed. Jeff",,Exhibit C. Exhibit C has been removed from the Gas Master. Exhibit Chibit C. Exhibit C has been removed from the Gas Master. Exhibit C has been removed from the Gas Master. Exhibit C.,,1,0,1
504,at your convenience. I understand entirely. SS,,ok me at convenience,,0,0,1
510,calendar,,,,0,0,0
516,must be for real,,be,,0,0,0
522,fyi,,Rick,,0,0,0
528,G. The weekend looks good. I have to do a little homework. Other than that I am ready to go. Houston just may kick our ass. Your room is available either night. GT >,,the weekend looks good!!!! i am ready for go (just a little homework. houston may kick our asses).,,1,1,0
534,Attached is a new credit worksheet for Capex. SS,,is a new credit who paid for premium / gold,,0,0,0
540,"In case I forget to mention it, when the next round of Panda docs are ready, you might want to send them to Herman and Matt. Thanks, Kay",,. Thanks for the feedback. Thanks for the feedback. Thanks for the feedback. I’ll be back. Thanks for the feedback. Thanks for the feedback. Thanks for the feedback. Thanks for the feedback. Thanks for the feedback. Thanks for the feedback. Thanks for the,,0,0,0
546,Per my voice mail,,dopamine,,0,0,0
552,User iD: enronccw PW: bnaweb22,,.. The user iD is enronccw. The user iD is enronccw........ The user iD is enronc,,1,0,1
558,FYI,,,,0,0,0
564,The deals were entered yesterday - 461029 Williams 461030 EES Thanks Kerri Thompson@ENRON 11/17/2000 07:04 AM,,These deals entered yesterday: thanks for Kerri Thompson: 7-464-5077,,0,1,0
570,"Grace, you should be a mid-marketer - you've got that supply and demand thing DOWN, girl! GRACE RODRIGUEZ 01/25/2001 08:17 AM",,"you should be a mid-marketer; you've got that supply and demand thing down, honey! GRACE RODRIGUEZ 01/25/2001 08:17",,1,1,0
576,"Just a reminder to send me a currency report. Thanx, Chris",,just a reminder.... send me a currency report,,1,1,0
582,Shouldn't someone contact Amoco? I mentioned this to Carol St. Clair last week but I don't know if anyone thought further about it. Sara Enron North America Corp.,,I asked Carol if anyone thought about this last week and she hasn't me anymore?????,,0,1,0
588,At 4.28 we need some humor!,,Dill you provide some enjoyment at 4.28,,0,1,0
594,Thanks. I'll do an assignment letter formalizing the relationship. Michelle,,I'll do an assignment letter formalizing the relationship.,,1,1,1
600,"Hi Dale, Just got your email re assignment out of TurboPark. Here are the draft documents being reviewed by the lender for the movement of equipment out of TurboPark. Kay",,"All, Just got your email re Moving out of TurboPark. Here are the draft documents being reviewed by the lender for the movement of equipment out of TurboPark.",,1,1,1
606,call me on my cell 713 304 8716,,. My cell number is 713 304 8716.. My cell number is 713 304 8716. I am a single mom of two. I am a single mom of two. I am single. I am single. I am single.,,0,0,0
612,fyi,,. I don't know what to make of it... I don't know what to make of it.. I don't know what to make of it........ what to do.,,0,0,0
618,"FYI, if you didn't get this already. Michelle",,"you have not already... If you did not get this already, it is important. If you did not get this already, it is important. If you did not get this already. If you do not get this already. If you do not get this already.",,0,0,1
624,How did the pattened move work? cd,,How did move pattened?,,0,1,0
630,at your convenience. I understand entirely. SS,,m doing at your convenience.. I'm completely aware of what you're doing at your convenience.. And you're doing at your convenience. I'm completely aware of what you're doing at your convenience...,,0,0,1
636,print,,,,0,0,0
642,do we need bus cards,,I need,,0,0,0
648,That will help. Ben F Jacoby@ECT 03/23/2001 12:21 PM Sent by: Ben Jacoby@ECT,,that will help... Ben F Jacoby@ECT 03/04/2001 08:06 AM,,1,1,0
654,"can i write you a check for this? and, by the way, have people been paying you, because alot of people dont read their email",,Can I send out a check for this? Have people been paying to you because a lot of people don't read email?,,1,1,0
660,The deed is done. Chris,,good Chris has done it,,0,1,0
666,The deed is done. Chris,,work is done ~,,1,1,0
672,Thanks. I appreiciate it.,,a lot. a lot. Thanks a lot. I am appreciiciate it.. I am appreciiciate it.a lot. a lot....reciating it.reciating it.,,1,0,0
678,FYI,,DA,,0,0,0
684,REMINDER - INFO SESSION TODAY AT 11:30 AM in MT HOOD.,,There is an informational session at 11:00 AM in Mt Hood today.,,1,1,1
690,HEY GUYS. IS THIS STUFF BS OR WHAT? LET ME KNOW YOUR OPINION SO I DON'T MAKE AN ASS OUT OF MYSELF AND FORWARD THIS TO ANYONE ELSE. GT >,,"Charlie, let me know whether this is true or not so I will not need to report to anyone else.",,1,1,1
696,Lavo is going to bring it in for me. I bought QQQ today at 93. Traded 102 in afterhours trading on the island. Enron is free. Chris,,i bought it today and parvo will bring it in for me,,0,1,0
702,fyi Marg,,,,0,0,0
708,Just so you know what's going on in the IT world.....,,So you know IT stuff.,,0,1,0
714,You said everyone was up to speed on this....?,,You sounded like everyone was aware of this.,,1,1,1
720,Ellen: Per our discussion. Jeff,,of our discussion. of our discussion. of our discussion.: As a result of our discussion. Ellen: As a result of our discussion. Ellen: As a result of our discussion. Ellen: result of our discussion. of our discussion,,1,0,1
726,"David: Attached is the Gas Master we discussed. As you can see, Exhibit C has been removed. Jeff",,Check out Exhibit C from Gas Master....,,1,1,0
732,"John, Would you confirm (via a new email that I can print for my files) you have had the conversations with Dan Bruce, etc. about Entelligence that I scripted for you in a prior email? Thanks a lot. Michelle",,"Would you confirm (via a new email that I can print for my files) you have had the conversations with Dan Bruce, etc. about Entelligence that I scripted for you in a prior email? Thanks a lot.",,1,1,1
738,Please disregard the previous email. Have a great day!! Zakiyyah xt 58146,,received the apology email.Have a great day!!baliyyah !!!,,0,1,0
744,I'm free after 11 am - Sara,,.. Sara is free after 11 am. Sara is free after 11 am.,,1,0,1
750,"Susan: Based on Tanya's message, we should pursue the Morgan Cap Services agreement. Let's talk when you have a chance. I've put this on our legal.credit list. SS",,We should pursue the Morgan Cap Services agreement. Thanks. Thanks. We should pursue the Morgan Cap Services agreement. We should pursue the Morgan Cap Services agreement. Morgan Cap Services agreement. Morgan Cap Services. Morgan Cap Services....,,1,0,1
756,fyi Kay,,I think of Kay. I think of Kay. I think of Kay. I think of Kay. I think of Kay. I think of Kay.,,0,0,0
762,fyi No action required.,,No action required,,1,1,1
768,"Hey, they are making me crazy and I'm just reading your emails. Kay Alan Larsen@ECT 12/19/2000 10:59 AM",,they're making me crazy and I'm just reading your blog :D Alan Larsen@ECT 12/19/2000 10:59,,0,1,0
774,what's happening? I am bored.,,i'm bored,,1,1,0
780,Correction: This length is for Monday only. JMF,,- This length is for phones only -,,0,1,1
786,I have received the correct version of Jeff's contract. See me when you have a minute so that I can swap out pages. Thanks! Amy,,have received the correct version of Jeff's contract. See me when you have a minute so that I can swap out pages. Thanks!,,1,1,0
792,513386 has been changed. 514418 - no such deal. Kerri Thompson@ENRON 02/05/2001 02:30 PM,,"just changed to 512386, no such deal",,0,1,1
798,User ID: enrondlr PW: bnaweb22,,ID: enrondlr Password:,,1,1,0
804,no,,No,,1,1,0
810,"The Friday September 1, 2000 ENA Management Committee Meeting has been cancelled. Rob Milnthorp 08/15/2000 04:03 PM",,"the September 1, 2000 ENA Management Committee Meeting has been cancelled — Rob Milnthorp 08/15/2000 04:03",,1,1,1
816,must be for real,,it must be real. It must be real. It must be real. It must be real. It must be real. It must be real.,,1,0,0
822,dryan1@houston.rr.com,,.. The person is called dryan1 at Houston.rr.com.. The person called dryan1 at Houston.rr.com..com.....com..com...,,0,0,1
828,I'm going!,,m going! I'm going! I'm going! I'm going! I'm going! I'm going!,,1,0,0
834,"FYI. Most recent versions. Matt, sorry I missed you call. Roger, does signing the letter agreement cause any balance sheet problems? We anticipate closing a few days later. Kay",,oh sorry I missed you call...........we anticipate closing a few days later,,1,1,0
840,- cj_4903.jpg,,cj_4903,,1,0,0
846,Sue Mara Enron Corp. Tel: (415) 782-7802 Fax:(415) 782-7854,,Sue Mara Services Enron Corp. 713/853-7821,,1,1,0
852,Diane Russell Saunders (Polaroid) RFP for fuel oil and no.6 (617) 386-7301,,No.6 by Diane Russell. There was a request for fuel oil and no.6 by Diane Russell. There was a request for fuel oil and no.6 by Diane Russell. There was a request for fuel oil and no.6 by Diane Russell.,,1,0,1
858,Sue Mara Enron Corp. Tel: (415) 782-7802 Fax:(415) 782-7854,,Sue Mara Enron Corp: Tel: (415) 882-7802 Fax:415 are 646 7874,,1,1,0
864,Lets at least get the Florida ones done. Any idea why she didn't go?,,At least get the Florida ones in! Any idea why she didn't go,,1,1,0
870,6:15 p.m. to 8:30 p.m. Contact is Alva Hines 202-624-5325 - not going unless going to be in DC already,,on Sundays. on Mondays. on Tuesdays. on Wednesdays. The office is open from 6:30p.m. to 9:30p.m. on Fridays. The office is open from 6:30p.m. to 8p.m. on Saturday,,0,0,0
876,what's happening? I am bored.,,happening and i got,,0,0,0
882,These are done. Have a good weekend! Kate Lester Rawson 04/13/2001 02:57 PM,,Kate : Have an ok weekend!! Kate Lester Rawson 10/25/2000 05:39 PM,,0,1,0
888,"Here are the approvals for 11/01/00 Regards, bd",,11/01/00,,0,0,0
894,--------- Inline attachment follows ---------,,... The Inline attachment is followed by the line attachment........ The Inline attachment is followed by the line attachment. The Inline attachment is followed by the line attachment. the line attachment,,1,0,1
900,"No problem, Lindy did all the hard work!",,No problem. Lindy did all the hard.,,1,1,1
906,calendar,,a calendar. There is a calendar. There is a calendar. There is a calendar. There is a calendar. There is a calendar. There is a calendar. There is a calendar. There is a calendar..,,1,0,1
912,Joanne: I'll hand you the revision to the template below (ignore the second attachment). Sara,,give me the revision below if dont mind the second attachment....,,0,1,0
918,"More org stuff. Randy must now be with EWS Legal, since I see he is in an office on 38. Kay",,at 38. I think he is with EWS Legal. Randy is in office at 38. I think Randy is with EWS Legal. Randy is in office at 38. I think Randy is with EWS Legal. Randy is in office at 38. I think Randy is with E,,1,0,1
924,my awesome company,,Thanks. My little company is awesome.,,1,1,0
930,Of course. Just let me know what deadline you would like. SS Julian Poole@ENRON_DEVELOPMENT 01/28/2000 07:27 AM,,course. Just let me know what deadline you'd like!KSSarah Poole@ENRON_DEVELOPMENT 01/28/2000 07:27,,1,1,0
936,my awesome company,,awesome. My company is awesome. My company is awesome. My company is awesome.,,1,0,0
942,For the next step...,,the next step. For the next step. For the next step. For the next step. For the next step. For the next step.,,1,0,1
948,"Here are the approvals for 11/01/00 Regards, bd",,are the approvals for 11/01/00 Regards & b,,0,0,1
954,at your convenience. I understand entirely. SS,,your level and I buy,,0,0,0
960,Ellen: Per our discussion. Jeff,,>> Watch our discussion with,,0,0,0
966,i will be attending,,will be,,0,0,0
972,Michelle Cash Assistant General Counsel Enron Wholesale Services Legal Department 713-853-6401 Ass't: Twanda Sweet -- 713-853-9402,,Williams Assistant General Counsel Enron Wholesale Services Legal Department 713-853-6401 Media contact: Twanda Sweetgin,,1,1,1
978,"FYI, if you didn't get this already. Michelle",,if you didn't get this already,,1,1,0
984,ugh,,I'm so sorry.,,0,1,0
990,513386 has been changed. 514418 - no such deal. Kerri Thompson@ENRON 02/05/2001 02:30 PM,,512386. There is a change to 512386. There is a change to 512386... There is a change to 512386. There is a change to 512386.....,,1,0,1
996,FYI Jeff Donohue is OK with the ABB exclusivity agreement I was serious about Parquet and Mcdonald Chris Calger 503-464-3735,,and Mcdonald's.. I was serious about Parquet and Mcdonald's because. I was serious about Parquet and Mcdonald's because Jeff Donohue is OK with theABB exclusivity agreement,,1,0,0
1002,my awesome company,,artistic,,0,0,0
1008,Please see below and let me know your thoughts on the GTC/confirmation question? Thanks Carlos,,See see Below on GTC/confirmation... Thanks Carlos,,0,1,1
1014,I'm thinking we are short lawyers. Hope that means good things for the survivors!,,i think we are really short lawyers... hope it means good things for the survivors,,1,1,0
1020,"Meeting with Cindy Olson, et al to prepare for 1:30 all-HR meeting",,This is for our 1:30 all-HR meeting,,0,1,1
1026,tomorrow is probably better than Wednesday,,Tomorrow or any other would be better than Wednesday.,,1,1,0
1032,Shouldn't someone contact Amoco? I mentioned this to Carol St. Clair last week but I don't know if anyone thought further about it. Sara Enron North America Corp.,,someone contact Amoco?I mentioned this to Carol St. Clair last week but I don't know if anyone thought further about it. Sara Enron North America,,1,0,0
1038,--------- Inline attachment follows ---------,,... The attachment follows the inline attachment. The attachment follows the inline attachment.,,1,0,1
1044,20,,,,0,0,0
1050,HEY GUYS. IS THIS STUFF BS OR WHAT? LET ME KNOW YOUR OPINION SO I DON'T MAKE AN ASS OUT OF MYSELF AND FORWARD THIS TO ANYONE ELSE. GT >,,. Thanks! I'm not sure if this is true or false. I'm not sure if this is true or false. I'm not sure if this is true or false.. I'll report it..,,1,0,0
1056,For the next step...,,For the next step.,,1,1,1
1062,fyi. I haven't checked yet.,,I don't know. I have not looked.,,1,1,1
1068,the 14th is much better for me as we already have plans on the 7th,,I'm not going to be there. I'm going to be there. I'm going to be there. I'm going to be there. I'm going to be there. the 7th. I'm not..,,0,0,0
1074,I don't know anything about this! MC Richard B Sanders 06/08/2000 05:34 PM,,I am not aware of this.,,1,1,1
1080,"We are waiting to hear. We have received documents from them, but no definitive word. Kay Jim Gilbert@ECT 12/19/2000 04:32 PM",,have received documents but no definitive word from them.. but no definitive word.. have received documents but no definitive word from them. have received documents but no definitive word. We have received documents but no definitive word.....,,1,0,1
1086,"Spreadsheet has been updated and sent to Neil Bresnan, Daniel Kang, and Jubran Whalan at EES. Thanks for your help on this. Kate Mark Confer 03/05/2001 09:03 AM",,"Updated Spreadsheet: G Updated & sent with Neil Bresnan,Daniel Kang & Jubran Whalan at EES thanks for your help",,1,1,0
1092,fyi,,,,0,0,0
1098,FYI,,That's correct. That's correct. That's correct. That's correct. That's correct. That's correct. That's correct.,,0,0,0
1104,"Karen, I was just thinking that maybe Wall Street Journal would be a good source of Brazilian ec. condition and sometimes they report on specific industries too. Monika",,nothing here i thought Wall Street Journal was good source b now for Brazilian ec. condition and sometimes they report on specific industries too,,1,1,0
1110,20,,-20,,0,0,0
1116,Thanks. I appreiciate it.,,thanks,,1,1,0
1122,"Interesting stuff -- Richardson redux, etc.",,"stuff. Richardson redux,",,0,0,0
1128,I really like that one.,,I like this one...,,1,1,0
1134,"Gene, What is the status of the ProNexxus situation? Have we received anything from them? If not, they are very shortsighted! Michelle",,"What is the status of the ProNexxus situation? Have we received anything from them? If not, they are very shortsighted!",,1,1,1
1140,I think it would be best to get those terms in this agreement.,,think it would be best to get those terms in this,,1,1,0
1146,here's the right email address. talk to you soon.,,.. I'm here to help you... I'm here to help you. You should talk to me at this email address.. I'm here to help you.. I'm here to help you.. talk to me at,,0,0,0
